datetime,feature_cont_close_candle3_ma9,feature_cont_close_candle3_ma50,feature_cont_close_candle3_ma100,feature_cont_close_candle5_ma9,feature_cont_close_candle5_ma50,feature_cont_close_candle5_ma100,feature_cont_close_candle15_ma9,feature_cont_close_candle15_ma50,feature_cont_close_candle15_ma100,feature_cont_close_candle60_ma9,feature_cont_close_candle60_ma50,feature_cont_close_candle60_ma100,feature_binary_close_10_lower_maginot,feature_binary_close_10_upper_maginot,feature_binary_close_20_lower_maginot,feature_binary_close_20_upper_maginot,feature_binary_close_50_lower_maginot,feature_binary_close_50_upper_maginot,feature_binary_close_3mins_high,feature_binary_close_3mins_low,feature_binary_close_3mins_open,feature_binary_close_5mins_high,feature_binary_close_5mins_low,feature_binary_close_5mins_open,feature_binary_close_15mins_high,feature_binary_close_15mins_low,feature_binary_close_15mins_open,feature_binary_close_60mins_high,feature_binary_close_60mins_low,feature_binary_close_60mins_open,y_rtn_close,date,datetime,close,mark,assets
2016-12-23 17:00:00,-0.00025248356429103763,-3.059614401171079e-05,-0.00020845378422282076,-0.0003447053740054014,0.0001809926265177551,-0.0011312478961015763,-6.798888867301582e-05,-0.0011970965823808624,-0.001396769969445657,-0.0009752405350722168,-0.0016355756021693441,0.0015545590695234363,0.07882419515421867,-0.0010976933430936395,0.08090739301427602,0.06016398119136427,0.08122610181281124,-0.0010976933430936395,-0.0001311131506490101,0.0,-8.741258741258741e-05,-0.0001311131506490101,0.0,-8.741258741258741e-05,-0.0001311131506490101,0.0,-8.741258741258741e-05,-0.0001311131506490101,0.0,-8.741258741258741e-05,,2016-12-23,2016-12-23 17:00:00,11439.0,True,dax
2016-12-23 17:01:00,-0.0002087844858560473,1.311263314783062e-05,-0.00016475278124110135,-0.000301010326596275,0.0002247106522466876,-0.0010875872285561658,-2.428174595462579e-05,-0.0011534387930890704,-0.0013531209079004802,-0.0009315730484271898,-0.0015919369788457219,0.001598337133998894,0.07887135068333634,-0.0010540312088748746,0.08095463960021072,0.060210321080392655,0.08127336232954403,-0.0010540312088748746,-8.740876709934006e-05,4.3710114520500044e-05,-4.3706293706293706e-05,-8.740876709934006e-05,4.3710114520500044e-05,-4.3706293706293706e-05,-8.740876709934006e-05,4.3710114520500044e-05,-4.3706293706293706e-05,-8.740876709934006e-05,4.3710114520500044e-05,-4.3706293706293706e-05,4.3710114520534304e-05,2016-12-23,2016-12-23 17:01:00,11439.5,False,dax
2016-12-23 17:02:00,-7.768725055107627e-05,0.00014423896462645484,-3.364977229594304e-05,-0.0001699251843688957,0.0003558647294334851,-0.0009566052259199348,0.00010683968220054429,-0.0010224654252136943,-0.00122217372326495,-0.0008005705884921088,-0.0014610211088748552,0.0017296713274252674,0.07901281727068937,-0.0009230448062185795,0.08109637935801485,0.0603493407474778,0.08141514387974241,-0.0009230448062185795,-4.3700563737272214e-05,0.00017484045808200017,8.741258741258741e-05,-4.3700563737272214e-05,0.00017484045808200017,8.741258741258741e-05,-4.3700563737272214e-05,0.00017484045808200017,8.741258741258741e-05,-4.3700563737272214e-05,0.00017484045808200017,8.741258741258741e-05,0.00013112461208963921,2016-12-23,2016-12-23 17:02:00,11441.0,False,dax
2016-12-23 17:03:00,0.00015052708759223318,0.0003147018200255576,0.00016475666925821637,4.855005267610065e-06,0.0005307368323492151,-0.0007819625557382934,0.00028166825307410437,-0.000847834268046526,-0.0010475774770842426,-0.0006259006419120007,-0.001286466615580366,0.0019047835853270986,0.07920143938716008,-0.0007483962693435193,0.08128536570175368,0.06053470030359134,0.08160418594667357,-0.0007483962693435193,0.0,0.000174809894240014,0.00013110169121181663,0.0,0.00034968091616400035,0.00026223776223776224,0.0,0.00034968091616400035,0.00026223776223776224,0.0,0.00034968091616400035,0.00026223776223776224,0.00017480989424001336,2016-12-23,2016-12-23 17:03:00,11443.0,True,dax
2016-12-23 17:04:00,6.312426253869894e-05,0.0002272846477962449,7.735260068622842e-05,-8.25350895506428e-05,0.0004433007808913501,-0.0008692838908291141,0.00019425396763732432,-0.00093514984663011,-0.0011348756001745963,-0.0007132356152020548,-0.0013737438622276105,0.001817227456376183,0.07910712832892473,-0.0008357205377810494,0.08119087252988427,0.06044202052553457,0.08150966491320799,-0.0008357205377810494,-8.738967054094207e-05,8.7404947120007e-05,4.3700563737272214e-05,-8.738967054094207e-05,0.00026226068712300026,0.00017482517482517483,-8.738967054094207e-05,0.00026226068712300026,0.00017482517482517483,-8.738967054094207e-05,0.00026226068712300026,0.00017482517482517483,-8.738967054089386e-05,2016-12-23,2016-12-23 17:04:00,11442.0,False,dax
2016-12-23 17:05:00,-6.797997504160241e-05,9.61588894522758e-05,-5.375350217175352e-05,-0.0001553692203863485,0.00032963967847456717,-0.0009758397788969101,6.313253948215425e-05,-0.0010661232145054863,-0.0012658227848101266,-0.0008442380751371357,-0.0015046597321984774,0.0016858932629498097,0.0789656617415717,-0.0009667069404373445,0.08104913277208015,0.060303000858449425,0.08136788336300961,-0.0009667069404373445,-0.00021847417635235516,0.0,-8.740112747454443e-05,-0.00013109596224436288,0.0,-8.740112747454443e-05,-0.00021847417635235516,0.00013113034356150013,4.3706293706293706e-05,-0.00021847417635235516,0.00013113034356150013,4.3706293706293706e-05,-0.00013109596224436526,2016-12-23,2016-12-23 17:05:00,11440.5,False,dax
2016-12-23 17:06:00,-5.3415950002688464e-05,5.6821410307372026e-05,-7.16731842647388e-05,-0.00019906681362001895,0.0002859208882259559,-0.0010195015139706002,1.9425396763764236e-05,-0.0011097810037972783,-0.0013094718463553033,-0.0008879055617821628,-0.0015482983555220996,0.0016421151984743517,0.07891850621245403,-0.0010103690746561095,0.08100188618614543,0.06025666096942104,0.08132062284627682,-0.0010103690746561095,-4.370438354967003e-05,0.0,-4.370438354967003e-05,-0.00017479461632581716,0.0,-0.00013110169121181663,-0.00026216901162282616,8.742022904100009e-05,0.0,-0.00026216901162282616,8.742022904100009e-05,0.0,-4.370438354972528e-05,2016-12-23,2016-12-23 17:06:00,11440.0,True,dax
2016-12-23 17:07:00,-9.711990909578275e-05,1.311263314783062e-05,-0.00011537634540179016,-0.0002427644068536894,0.00024220209797734464,-0.0010631632490442904,-2.428174595462579e-05,-0.0011534387930890704,-0.0013531209079004802,-0.0009315730484271898,-0.0015919369788457219,0.001598337133998894,0.07887135068333634,-0.0010540312088748746,0.08095463960021072,0.060210321080392655,0.08127336232954403,-0.0010540312088748746,-8.740876709934006e-05,0.0,-8.740876709934006e-05,-0.00021849327040727147,0.0,-0.00017480225494908886,-0.0003058638468932972,4.3710114520500044e-05,-4.3706293706293706e-05,-0.0003058638468932972,4.3710114520500044e-05,-4.3706293706293706e-05,-4.370629370631374e-05,2016-12-23,2016-12-23 17:07:00,11439.5,False,dax
2016-12-23 17:08:00,-0.0002719357454681599,-0.000161722475490335,-0.00029018898994999566,-0.00041755477978837124,6.732693698289954e-05,-0.0012378101893390507,-0.0001991103168281859,-0.0013280699502562388,-0.0015277171540811873,-0.0011062429950072978,-0.001766491472140211,0.0014232248760970628,0.07868272856686563,-0.0012286797457499348,0.08076565325647189,0.06002496152427912,0.08108432026261286,-0.0012286797457499348,-0.0002622263012980202,0.0,-0.0002622263012980202,-0.0003932878867330886,0.0,-0.0003496045098981777,-0.0004806431879751813,0.0,-0.00021853146853146853,-0.0004806431879751813,0.0,-0.00021853146853146853,-0.00017483281611962997,2016-12-23,2016-12-23 17:08:00,11437.5,False,dax
2016-12-23 17:09:00,-0.00013110742068001048,0.0,-9.571180519888565e-05,-0.0002427644068536894,0.00024220209797734464,-0.0010631632490442904,-2.428174595462579e-05,-0.0011534387930890704,-0.0013531209079004802,-0.0009315730484271898,-0.0015919369788457219,0.001598337133998894,0.07887135068333634,-0.0010540312088748746,0.08095463960021072,0.060210321080392655,0.08127336232954403,-0.0010540312088748746,0.0,0.0001311418080083931,0.0001311418080083931,-0.00021849327040727147,0.00017486338797814208,-0.00017480225494908886,-0.0003058638468932972,0.00017486338797814208,-4.3706293706293706e-05,-0.0003058638468932972,0.00017486338797814208,-4.3706293706293706e-05,0.00017486338797811918,2016-12-23,2016-12-23 17:09:00,11439.5,True,dax
