iter	MultiClass
0	1.047805913
1	0.9971428553
2	0.9544891357
3	0.9156113942
4	0.8770381927
5	0.8414556503
6	0.8089660645
7	0.7758026759
8	0.7461900711
9	0.7186482747
10	0.6921024323
11	0.6654914856
12	0.6431217829
13	0.6191665649
14	0.5957747142
15	0.5767952601
16	0.5576166789
17	0.5408424377
18	0.5243313471
19	0.509236908
20	0.4949236552
21	0.479300499
22	0.4645717303
23	0.4505596479
24	0.4379208247
25	0.425383536
26	0.4131494522
27	0.4009880702
28	0.3890442848
29	0.3782758713
30	0.3667866707
31	0.3575890223
32	0.3478951772
33	0.3395967166
34	0.3313166618
35	0.3229474386
36	0.315854613
37	0.3084899267
38	0.3000659307
39	0.292767175
40	0.2861236572
41	0.2796387672
42	0.2732218424
43	0.2666879018
44	0.2605689049
45	0.2553789775
46	0.2502909025
47	0.2449780464
48	0.2401949883
49	0.2351955732
50	0.2300448895
51	0.2247790019
52	0.2204807917
53	0.2164007982
54	0.2121071815
55	0.2084679604
56	0.2047645251
57	0.201066637
58	0.1976485888
59	0.1937153816
60	0.1896953583
61	0.1865846952
62	0.1832791011
63	0.180298392
64	0.1770036697
65	0.1741931597
66	0.170984141
67	0.1685564359
68	0.1661808332
69	0.1640117645
70	0.16161623
71	0.1592015266
72	0.1570790927
73	0.1547913551
74	0.152342844
75	0.1501325925
76	0.1482671102
77	0.145867761
78	0.1437251091
79	0.1417229176
80	0.139907678
81	0.1378500938
82	0.1358050346
83	0.133966732
84	0.1320482572
85	0.1304369768
86	0.1289621433
87	0.1273824215
88	0.1256931941
89	0.1243975401
90	0.1225379705
91	0.1208986759
92	0.1195275545
93	0.1180351734
94	0.1166809718
95	0.1152758519
96	0.1137352308
97	0.1122704188
98	0.1110484282
99	0.1098870913
100	0.1086245219
101	0.1074112336
102	0.1060561339
103	0.1048921426
104	0.1035862605
105	0.1027012984
106	0.1015204827
107	0.100330615
108	0.09943297704
109	0.09826191266
110	0.09740476608
111	0.09634885788
112	0.09542032878
113	0.09448254903
114	0.09336857796
115	0.09237226645
116	0.09134197235
117	0.09061018626
118	0.0897288243
119	0.08890703519
120	0.08820355733
121	0.08755799135
122	0.0867935578
123	0.08595647017
124	0.08526522319
125	0.08445499738
126	0.0837170283
127	0.0828006347
128	0.08194161256
129	0.08135332266
130	0.08060210546
131	0.07985954285
132	0.07929256757
133	0.07859650453
134	0.07809208234
135	0.07728164991
136	0.07658440272
137	0.07596968015
138	0.07524291674
139	0.07450986703
140	0.07386338711
141	0.07332550685
142	0.07276806831
143	0.07214288712
144	0.07163639069
145	0.07099736532
146	0.07037350337
147	0.06972647508
148	0.06924701532
149	0.0686864535
150	0.06801112493
151	0.06743282477
152	0.06691675981
153	0.06646163464
154	0.06597938538
155	0.065561982
156	0.06517845392
157	0.06477022171
158	0.06427493493
159	0.06379649242
160	0.06335824331
161	0.06288578908
162	0.06243666013
163	0.06206386089
164	0.06175405582
165	0.06132257779
166	0.06098484198
167	0.06065402031
168	0.06029148102
169	0.05996925433
170	0.05957332452
171	0.05917268594
172	0.05874954462
173	0.05829293728
174	0.05802016258
175	0.05765449206
176	0.05730682214
177	0.05697224538
178	0.05663372676
179	0.0561600407
180	0.05568228165
181	0.05526782672
182	0.0549565951
183	0.05460609595
184	0.05434993108
185	0.05406075716
186	0.05373966694
187	0.05344659487
188	0.05307199558
189	0.05281365315
190	0.05253749291
191	0.05227695704
192	0.05196131468
193	0.05174352725
194	0.05133913358
195	0.05103648504
196	0.05067895651
197	0.05043689013
198	0.05016729832
199	0.04992973407
200	0.04958563646
201	0.04929843744
202	0.048975571
203	0.04863482316
204	0.04839511315
205	0.04812234243
206	0.04784692526
207	0.0475423336
208	0.04729576111
209	0.04702425798
210	0.04677919149
211	0.04651232163
212	0.04627407392
213	0.0459656318
214	0.04569785595
215	0.04548989932
216	0.04528094133
217	0.04503901005
218	0.04483281374
219	0.04460008939
220	0.04443199237
221	0.0441684405
222	0.04391242663
223	0.04372258186
224	0.04343884786
225	0.04313679934
226	0.04291967551
227	0.04273446798
228	0.04251624346
229	0.04226563374
230	0.04205829302
231	0.04188320637
232	0.04170633952
233	0.04147452513
234	0.0412807862
235	0.04105687936
236	0.04089684486
237	0.04072684447
238	0.04048008124
239	0.04030277729
240	0.04009293715
241	0.0399103721
242	0.03966991107
243	0.03943511645
244	0.03925007184
245	0.03902215163
246	0.03879470428
247	0.03860147397
248	0.03841570616
249	0.038236022
250	0.03802688917
251	0.03785953919
252	0.03768641949
253	0.03753621976
254	0.03737358252
255	0.0371896863
256	0.03703885078
257	0.03687915802
258	0.03676126401
259	0.03659284115
260	0.03642319838
261	0.03623380264
262	0.03607067267
263	0.03591789405
264	0.03575186729
265	0.03556493123
266	0.03541421096
267	0.03527909517
268	0.03514655034
269	0.03498562177
270	0.0348652482
271	0.0347142299
272	0.03450709184
273	0.03437693119
274	0.03423397541
