datetime,spd_close_candle1_ma9,spd_close_candle1_ma50,spd_close_candle1_ma100,spd_close_candle3_ma9,spd_close_candle3_ma50,spd_close_candle3_ma100,spd_close_candle5_ma9,spd_close_candle5_ma50,spd_close_candle5_ma100,spd_close_candle15_ma9,spd_close_candle15_ma50,spd_close_candle15_ma100,spd_close_candle60_ma9,spd_close_candle60_ma50,spd_close_candle60_ma100,spd_close_candle240_ma9,spd_close_candle240_ma50,spd_close_candle240_ma100,spd_close_10_lower_maginot,spd_close_10_upper_maginot,spd_close_20_lower_maginot,spd_close_20_upper_maginot,spd_close_50_lower_maginot,spd_close_50_upper_maginot,spd_close_high,spd_close_low,spd_close_3mins_high,spd_close_3mins_low,spd_close_3mins_open,spd_close_5mins_high,spd_close_5mins_low,spd_close_5mins_open,spd_close_15mins_high,spd_close_15mins_low,spd_close_15mins_open,spd_close_60mins_high,spd_close_60mins_low,spd_close_60mins_open,spd_close_240mins_high,spd_close_240mins_low,spd_close_240mins_open
2019-02-25 20:00:00,-1.934011526712217e-05,3.568447612141551e-05,-0.0002318870340343,7.7367942592969e-05,-0.0004990568530307733,-0.0006683839950489222,0.0001063840075823,-0.0006061680986033405,-0.000811203787487906,-0.0003383440475614,-0.001028422255097704,5.483329373144042e-05,-0.0006685848487885637,0.0022823664922867045,0.004456697084493994,0.0004740666208725,0.010640469773515918,0.02166564051575996,0.0183185376576883,0.0170463769123169,0.0453673179875354,0.0157920641762993,0.0627307360950578,0.0161514373239724,-4.5346284407876626e-05,4.612834943925325e-05,-7.228703244608685e-05,7.391235076357063e-05,0.0,-9.174033239869444e-05,9.950562976812356e-05,0.0,-0.00017287007600265964,0.00018995752136394305,0.0,-0.0003463471688338556,0.00041367966588272566,0.0,-0.0006876164976968302,0.0009046506214580236,0.0
2019-02-25 20:01:00,-3.3846183601022936e-05,-2.611072863785972e-06,-0.0002679990045751,3.3848474884414044e-05,-0.0004990568530307733,-0.0006683839950489222,6.286327720774512e-05,-0.0006061680986033405,-0.000811203787487906,-0.0003818454251051,-0.001028422255097704,1.1314806642940355e-05,-0.0006685848487885637,0.0022823664922867045,0.004456697084493994,0.0004305298903842,0.010640469773515918,0.02166564051575996,0.0182742244053968,0.0170021190195009,0.0453218276777884,0.015747860866283,0.0626844901970554,0.0161072183754378,-0.00020295212411336531,4.612834943925325e-05,-0.0002954336347225047,7.391235076357063e-05,-4.351610095735422e-05,-0.0003480227954931,9.950562976812356e-05,-4.351610095735422e-05,-0.0003480227954931,0.00018995752136394305,-4.351610095735422e-05,-0.0003480227954931,0.00041367966588272566,-4.351610095735422e-05,-0.0006876164976968302,0.0009046506214580236,-4.351610095735422e-05
2019-02-25 20:02:00,-4.835098950229658e-06,4.699959789240514e-05,-0.0002184031164645,7.7367942592969e-05,-0.0004990568530307733,-0.0006683839950489222,0.0001063840075823,-0.0006061680986033405,-0.000811203787487906,-0.0003383440475614,-0.001028422255097704,5.483329373144042e-05,-0.0006685848487885637,0.0022823664922867045,0.004456697084493994,0.0004740666208725,0.010640469773515918,0.02166564051575996,0.0183185376576883,0.0170463769123169,0.0453673179875354,0.0157920641762993,0.0627307360950578,0.0161514373239724,-4.5346284407876626e-05,8.703977717817043e-05,-0.0002954336347225047,8.703977717817043e-05,0.0,-0.0003045199460564,9.950562976812356e-05,0.0,-0.0003045199460564,0.00018995752136394305,0.0,-0.0003463471688338556,0.00041367966588272566,0.0,-0.0006876164976968302,0.0009046506214580236,0.0
2019-02-25 20:03:00,0.0001063701196664,0.0001819066427257,-8.266296568623118e-05,0.0001112056627857,-0.0003653540019312,-0.0006683839950489222,0.000236946198706,-0.0006061680986033405,-0.000811203787487906,-0.0002078399149306,-0.001028422255097704,0.0001853887549969,-0.0006685848487885637,0.0022823664922867045,0.004456697084493994,0.0006046768123374,0.010640469773515918,0.02166564051575996,0.0184514774145627,0.017179150590765,0.0455037889167766,0.0159246741063485,0.062869473789065,0.0162840941695761,-4.5346284407876626e-05,8.702841477742483e-05,-7.228703244608685e-05,8.702841477742483e-05,8.702841477742483e-05,-0.0001740113977465,0.0002175994429454,0.000130548302872,-0.0001740113977465,0.0002175994429454,0.000130548302872,-0.0003463471688338556,0.00041367966588272566,0.000130548302872,-0.0006876164976968302,0.0009046506214580236,0.000130548302872
2019-02-25 20:04:00,0.000140213801873,0.000227166107165,-3.567571988815701e-05,0.0001547209221366,-0.0003218594778917,-0.0006683839950489222,0.0002804669290805,-0.0006061680986033405,-0.000811203787487906,-0.0001643385373869,-0.001028422255097704,0.0002289072420854,-0.0006685848487885637,0.0022823664922867045,0.004456697084493994,0.0006482135428257,0.010640469773515918,0.02166564051575996,0.0184957906668541,0.0172234084835811,0.0455492792265237,0.0159688774163648,0.0629157196870674,0.0163283131181106,-4.5346284407876626e-05,8.702462796971542e-05,-7.228703244608685e-05,0.0001305426221661,0.0001305426221661,-0.0001305085483099,0.0002611193315345,0.0001740644038294,-0.00017287007600265964,0.0002611193315345,0.0001740644038294,-0.0003463471688338556,0.00041367966588272566,0.0001740644038294,-0.0006876164976968302,0.0009046506214580236,0.0001740644038294
2019-02-25 20:05:00,0.0001633345791490064,0.00042735953593542867,0.0001849052088885,0.0002674123244483583,-0.0001043868576946,-0.0006683839950489222,0.0003605746091619705,-0.0006061680986033405,-0.000811203787487906,5.31683503311114e-05,-0.0008692250858359,0.0004464996775279,-0.0006327524247458,0.0022823664922867045,0.004456697084493994,0.0008658971952671,0.010640469773515918,0.02166564051575996,0.0187173569283114,0.0174446979476612,0.045776730775259,0.0161898939664467,0.0631469491770794,0.0165494078607834,-4.5346284407876626e-05,0.00019701656828778835,-7.228703244608685e-05,0.0002901233874877047,0.00014917575942764426,-9.174033239869444e-05,0.0002610625244746,0.00019286168181555698,-0.00017287007600265964,0.0004787187744799,0.0003118953780742394,-0.0003463471688338556,0.0004787187744799,0.0003916449086161,-0.0006876164976968302,0.0009046506214580236,0.0003916449086161
2019-02-25 20:06:00,0.0001633345791490064,0.0003585920215016,0.0001013719144108,0.0002514129893487,-0.00017050209387,-0.0006683839950489222,0.0003605746091619705,-0.0006061680986033405,-0.000811203787487906,-3.383440475613303e-05,-0.0009561475944195,0.0003594627033509,-0.0006685848487885637,0.0022823664922867045,0.004456697084493994,0.0007788237342905,0.010640469773515918,0.02166564051575996,0.0186287304237285,0.0173561821620291,0.0456857501557649,0.016101487346414,0.0630544573810746,0.0164609699637142,-4.5346284407876626e-05,4.612834943925325e-05,-7.228703244608685e-05,7.391235076357063e-05,-4.350095702105447e-05,-9.174033239869444e-05,0.000174041682983,0.000174041682983,-0.00017287007600265964,0.0003916789973017,0.0003046127067014,-0.0003463471688338556,0.00041367966588272566,0.0003046127067014,-0.0006876164976968302,0.0009046506214580236,0.0003046127067014
2019-02-25 20:07:00,0.0001208611112453,0.0003168148617502,6.265075337525235e-05,0.0002078992027307,-0.0002139975259797,-0.0006683839950489222,0.0003481591087126,-0.0006061680986033405,-0.000811203787487906,-7.733578229975524e-05,-0.0009996088487113,0.0003159442162624,-0.0006685848487885637,0.0022823664922867045,0.004456697084493994,0.0007352870038022,0.010640469773515918,0.02166564051575996,0.018584417171437,0.0173119242692131,0.0456402598460178,0.0160572840363976,0.0630082114830722,0.0164167510151797,-0.0001304971943103,4.612834943925325e-05,-0.0001304971943103,7.391235076357063e-05,-8.700191404210893e-05,-0.0001304971943103,0.0001305312622373,0.0001305312622373,-0.00017287007600265964,0.0003481591087126,0.0002610966057441,-0.0003463471688338556,0.00041367966588272566,0.0002610966057441,-0.0006876164976968302,0.0009046506214580236,0.0002610966057441
2019-02-25 20:08:00,5.801221157048283e-05,0.0002759081687095,2.3059048131144023e-05,0.0001643854161126,-0.0002574929580894,-0.0006683839950489222,0.0003046392201235,-0.0006061680986033405,-0.000811203787487906,-0.0001208371598433,-0.001028422255097704,0.0002724257291739,-0.0006685848487885637,0.0022823664922867045,0.004456697084493994,0.0006917502733139,0.010640469773515918,0.02166564051575996,0.0185401039191456,0.0172676663763971,0.0455947695362708,0.0160130807263812,0.0629619655850698,0.0163725320666452,-4.5346284407876626e-05,4.612834943925325e-05,-0.0001739962590804,7.391235076357063e-05,-0.0001305028710631,-0.0001739962590804,9.950562976812356e-05,8.702084149153722e-05,-0.0001739962590804,0.0003046392201235,0.0002175805047867,-0.0003463471688338556,0.00041367966588272566,0.0002175805047867,-0.0006876164976968302,0.0009046506214580236,0.0002175805047867
2019-02-25 20:09:00,0.0001498590841193,0.0004055933587133,0.0001548873933844,0.0002417304029162,-0.000110480223605,-0.0006683839950489222,0.0003605746091619705,-0.0006061680986033405,-0.000811203787487906,9.666972787489188e-06,-0.0009126863401277,0.0004029811904394,-0.0006685848487885637,0.0022823664922867045,0.004456697084493994,0.0008223604647788,0.010640469773515918,0.02166564051575996,0.01867304367602,0.0174004400548452,0.0457312404655119,0.0161456906564303,0.063100703279077,0.0165051889122488,-4.5346284407876626e-05,8.700948403375968e-05,-7.228703244608685e-05,8.700948403375968e-05,8.700948403375968e-05,-9.174033239869444e-05,0.0002175521037288,0.00019286168181555698,-0.00017287007600265964,0.0004351988858908,0.0003118953780742394,-0.0003463471688338556,0.0004351988858908,0.0003481288076588,-0.0006876164976968302,0.0009046506214580236,0.0003481288076588
